,GeneA,GeneB,IdMethodA,IdMethodB,Negative,PubMedId,UTCDate
3566,PLK4,PLK4,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3567,RIPK2,RIPK2,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3568,PRKRA,PRKRA,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3569,PFKM,PFKM,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3570,PRPS2,PRPS2,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3571,NME1,NME1,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3572,PFKFB1,PFKFB1,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3573,PFKL,PFKL,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3574,CLK2,CLK2,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3575,CLK3,CLK3,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3576,SEPHS1,SEPHS1,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3577,PRPS1,PRPS1,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3578,CKS1B,CKS1B,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3579,SRPK2,SRPK2,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3580,TNK2,TNK2,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3581,RIPK1,RIPK1,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3582,CAMK2B,CAMK2B,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3583,CAMK2D,CAMK2D,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3584,GKAP1,GKAP1,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3585,MAPK1IP1L,MAPK1IP1L,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3586,TRIM41,TRIM41,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3587,JAKMIP2,JAKMIP2,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3588,NAGK,NAGK,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3589,TLK1,TLK1,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3590,PACSIN2,PACSIN2,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3591,GNE,GNE,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3592,FYN,PIK3R1,predetermined participant,predetermined participant,False,25416956,1416805200.0
3593,CDKN1A,CDK2,predetermined participant,predetermined participant,False,25416956,1416805200.0
3594,CKS1B,CDK1,predetermined participant,predetermined participant,False,25416956,1416805200.0
3595,PRKAG1,PRKAA1,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3596,NME3,NME1,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3597,AKAP7,PRKAR2B,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3598,CSNK2A2,TRIM41,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3599,CAMK2B,PHKB,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3600,HGS,JAKMIP2,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3601,PACSIN1,PACSIN3,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3602,PACSIN2,PACSIN1,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3603,MAPK6,MAPKAPK5,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3604,MAPK1IP1L,HGS,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3605,CLK3,SRPK2,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3606,CDK6,CDKN2B,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3607,CDK6,CDKN2D,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3608,NEK6,TNK2,nucleotide sequence identification,nucleotide sequence identification,False,25416956,1416805200.0
3609,PRPS1,PRPS2,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3610,IKBKG,IKBKB,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3611,IKBKG,CDK13,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3612,IKBKG,CHUK,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3613,CDK1,CKS1B,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3614,CDK1,CHEK1,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3615,CDK1,CDK13,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3616,CDK1,CKS2,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3617,CDK1,SKP2,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3618,TTK,IBTK,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3619,AKAP5,PRKACA,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3620,AKAP5,PRKACB,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3621,AKAP5,CLK1,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3622,AKAP5,PRKAR2A,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3623,PRKCI,MASTL,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3624,ATM,MINK1,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3625,MASTL,FASTKD5,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3626,MASTL,CDK18,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3627,DLG3,DLG1,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3628,DLG3,RB1CC1,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3629,CDK1,CHEK1,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3630,CDK1,DLG5,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3631,CDK1,CKS1B,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3632,CDK1,SKP2,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3633,CDK1,CKS2,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3634,PLK1,MST1R,sequence tag identification,sequence tag identification,False,26496610,1445486400.0
3635,PRKAR2B,AKAP7,predetermined participant,predetermined participant,False,25416956,1416805200.0
3636,CDKN2C,CDK4,tag visualisation,tag visualisation,False,25416956,1416805200.0
3637,CDK6,CDKN2C,tag visualisation,tag visualisation,False,25416956,1416805200.0
3638,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3639,KIT,PIK3R1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3640,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3641,LCK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3642,SRC,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3643,KIT,ZAP70,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3644,PIK3R2,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3645,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3646,KIT,YES1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3647,PIK3R3,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3648,KIT,FGR,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3649,KIT,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3650,LCK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3651,PIK3R1,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3652,PIK3R2,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3653,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3654,KIT,HCK,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3655,PIK3R1,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3656,KIT,ABL2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3657,PIK3R2,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3658,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3659,PIK3R3,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3660,KIT,LCK,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3661,PIK3R3,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3662,LYN,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3663,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3664,KIT,YES1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3665,KIT,PIK3R1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3666,PIK3R3,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3667,SRC,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3668,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3669,TXK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3670,PIK3R2,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3671,BLK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3672,LCK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3673,KIT,PTK6,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3674,KIT,FES,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3675,KIT,PIK3R1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3676,ABL1,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3677,PIK3R2,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3678,KIT,PIK3R1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3679,KIT,SRC,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3680,KIT,FGR,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3681,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3682,KIT,PIK3R1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3683,KIT,YES1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3684,KIT,LCK,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3685,KIT,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3686,KIT,LYN,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3687,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3688,TXK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3689,BLK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3690,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3691,KIT,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3692,KIT,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3693,PIK3R3,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3694,KIT,PTK6,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3695,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3696,KIT,FES,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3697,PIK3R2,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3698,KIT,LYN,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3699,LCK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3700,ABL1,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3701,KIT,YES1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3702,KIT,SYK,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3703,KIT,PIK3R1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3704,PIK3R1,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3705,KIT,PIK3R1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3706,PIK3R3,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3707,PIK3R2,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3708,PIK3R3,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3709,PIK3R2,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3710,KIT,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3711,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3712,KIT,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3713,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3714,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3715,KIT,PIK3R1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3716,PIK3R1,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3717,PIK3R2,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3718,PIK3R1,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3719,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3720,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3721,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3722,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3723,KIT,PIK3R1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3724,KIT,LYN,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3725,LCK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3726,KIT,YES1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3727,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3728,BLK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3729,KIT,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3730,PIK3R3,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3731,PIK3R3,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3732,LYN,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3733,PIK3R3,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3734,KIT,PTK6,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3735,KIT,LYN,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3736,PIK3R1,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3737,KIT,SRC,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3738,KIT,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3739,YES1,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3740,BLK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3741,HCK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3742,TEC,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3743,YES1,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3744,KIT,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3745,KIT,PIK3R1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3746,KIT,ABL2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3747,LCK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3748,TXK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3749,KIT,PTK6,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3750,SRC,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3751,KIT,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3752,PIK3R3,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3753,ZAP70,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3754,LYN,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3755,BLK,KIT,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3756,PIK3R1,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3757,PIK3R1,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3758,MET,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3759,LCK,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3760,MET,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3761,MET,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3762,PIK3R2,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3763,MET,SYK,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3764,MET,YES1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3765,PIK3R2,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3766,MET,SRC,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3767,PIK3R3,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3768,PIK3R2,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3769,PIK3R3,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3770,PIK3R1,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3771,PIK3R3,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3772,MET,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3773,PIK3R2,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3774,MET,YES1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3775,LYN,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3776,TEC,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3777,MET,SRC,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3778,BLK,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3779,LCK,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3780,SYK,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3781,MET,ZAP70,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3782,MET,FGR,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3783,MET,ITK,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3784,MET,HCK,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3785,PTK6,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3786,TXK,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3787,MET,ABL2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3788,MET,MATK,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3789,PIK3R2,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3790,MET,BTK,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3791,MET,FES,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3792,PIK3R1,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3793,MET,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3794,PIK3R1,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3795,PIK3R3,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3796,MET,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3797,MET,PIK3R1,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3798,MET,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3799,MET,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3800,MET,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3801,MET,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3802,YES1,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3803,TEC,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3804,MET,SYK,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3805,MET,PIK3R2,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3806,PIK3R2,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3807,MET,FGR,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3808,LYN,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3809,MET,PIK3R3,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3810,LCK,MET,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3811,MET,ZAP70,tag visualisation by fluorescence,tag visualisation by fluorescence,False,24728074,1406001600.0
3812,ERBB2,PTK6,identification by antibody,identification by antibody,False,20700126,1282622400.0
3813,PTK6,ERBB2,identification by antibody,identification by antibody,False,20700126,1282622400.0
3814,TP53,CDKN2A,Identification by mass spectrometry,Identification by mass spectrometry,False,22653443,1341288000.0
3815,SYK,FLT3,western blot,western blot,False,24525236,1392354000.0
3816,SYK,FLT3,western blot,western blot,False,24525236,1392354000.0
3817,SYK,FLT3,western blot,western blot,False,24525236,1392354000.0
3818,FLT3,SYK,western blot,western blot,False,24525236,1392354000.0
3819,SYK,FLT3,western blot,western blot,False,24525236,1392354000.0
3820,SYK,FLT3,western blot,western blot,False,24525236,1392354000.0
3821,SYK,FLT3,western blot,western blot,False,24525236,1392354000.0
3822,SYK,FLT3,western blot,western blot,False,24525236,1392354000.0
3823,SYK,FLT3,western blot,western blot,False,24525236,1392354000.0
3824,SYK,FLT3,western blot,western blot,False,24525236,1392354000.0
3825,SYK,FLT3,western blot,western blot,False,24525236,1392354000.0
3826,FLT3,SYK,western blot,western blot,False,24525236,1392354000.0
3827,SYK,FLT3,immunocytochemistry,immunocytochemistry,False,24525236,1392354000.0
3828,PTK2,PTK2,predetermined participant,predetermined participant,False,24480479,1392958800.0
3829,LRRK2,LRRK2,predetermined participant,predetermined participant,False,24591621,1396843200.0
3830,LRRK2,LRRK2,predetermined participant,predetermined participant,False,24591621,1396843200.0
3831,LRRK2,HK1,sequence tag identification,sequence tag identification,False,24725412,1397448000.0
3832,LRRK2,WASF1,sequence tag identification,sequence tag identification,False,24725412,1397448000.0
3833,LRRK2,CAMK2G,sequence tag identification,sequence tag identification,False,24725412,1397448000.0
3834,LRRK2,RACK1,sequence tag identification,sequence tag identification,False,24725412,1397448000.0
3835,LRRK2,CDK2,sequence tag identification,sequence tag identification,False,24725412,1397448000.0
3836,FYN,ERBB2,predetermined participant,peptide synthesis,False,24815698,1401336000.0
3837,ERBB2,FYN,peptide synthesis,predetermined participant,False,24815698,1401336000.0
3838,PIK3R3,HCK,predetermined participant,predetermined participant,False,25814554,
3839,PIK3R3,ABL2,predetermined participant,predetermined participant,False,25814554,
3840,BTK,PIK3R3,predetermined participant,predetermined participant,False,25814554,
3841,PIK3R3,HCK,predetermined participant,predetermined participant,False,25814554,
3842,PIK3R3,SRC,predetermined participant,predetermined participant,False,25814554,
3843,DOK2,LCK,predetermined participant,predetermined participant,False,25814554,
3844,PDPK1,CSK,predetermined participant,predetermined participant,False,25814554,
3845,ERBB2,EGFR,identification by antibody,identification by antibody,False,23436906,1370404800.0
3846,ERBB2,ERBB2,identification by antibody,identification by antibody,False,23436906,1370404800.0
3847,ERBB3,ERBB2,identification by antibody,identification by antibody,False,23436906,1370404800.0
3848,EGFR,EGFR,identification by antibody,identification by antibody,False,23436906,1370404800.0
3849,ERBB2,EGFR,identification by antibody,identification by antibody,False,23436906,1370404800.0
3850,ERBB3,EGFR,identification by antibody,identification by antibody,False,23436906,1370404800.0
3851,ERBB3,ERBB3,identification by antibody,identification by antibody,False,23436906,1370404800.0
3852,ERBB2,ERBB3,identification by antibody,identification by antibody,False,23436906,1370404800.0
3853,ERBB2,ERBB2,identification by antibody,identification by antibody,False,23436906,1370404800.0
3854,MAP2K1,ARAF,western blot,western blot,False,24746704,1400040000.0
